collection_number,locality_id,continent,country,state,latitude_band,paleoocean,latitude,longitude,paleolatitude,paleolongitude,formation,member,stratscale,collection_name,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,age_range,time_interval_type,early_epoch,late_epoch,early_period,late_period,early_era,late_era,reference,collection_comments,age_evaluation,comments_evaluation,fossil_type,reference_display,reference_key
PBDB_52564,1662,Oceania,New Zealand,Otago,Southern Temperate,Southern,-46.2575,169.965836,-63.29,-161.09,Wangaloa,,bed,"H46/f166a - Wangaloa Formation, New Zealand",Mitchells Rocks,1,Danian,Danian,66,61.6,4.4,Stage,Paleocene,Paleocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Buchanan et al. 2007,"stated in text; Mitchells Rocks, Wangaloa, South Otago, South Island, New Zealand. NZMS 260 H46/768337",valid,"From PBDB: Wangaloa Formation has perviously been assigned to Upper Miocene, and Late Cretaceous, but is Early Paleocene. Miospores indicate zone PM2=Haumurian=Maastrichtian immediately below skelatal assemblage. Palynological, foraminiferal, and molluscan assemblages at the horizon and immediately above indicate Early Paleocene=Teurian ages. Early Teurian=Danian",,Buchanan Et Al. 2007,buchanan et al. 2007
PBDB_52644,1665,South America,Brazil,,Southern Temperate,Atlantic,-32.388332,-52.326389,-32.34,-52.16,,,,Cassino Beach,Barra do Chui,7,Calabrian,Calabrian,1.8,0.774,1.026,Stage,Pleistocene,Pleistocene,Quaternary,Quaternary,Cenozoic,Cenozoic,Buchmann and Filho 1997,estimated from map;,valid,,,Buchmann & Filho 1997,buchmann & filho 1997
L_961,4666,South America,Brazil,Rio Grande do Sul,Southern Temperate,Atlantic,-32.25333333,-51.76305556,-32.25,-51.76,,,,"Parcel do Carpinteiro, station 76",,1,late Pleistocene,late Pleistocene,0.129,0.0117,0.1173,Sub-Epoch,Pleistocene,Pleistocene,Quaternary,Quaternary,Cenozoic,Cenozoic,Buchmann and Rincon-Filho 1997,,valid,age stated and justified in the text,teeth,Buchmann & Rincon-filho 1997,buchmann & rincon filho 1997
L_962,4667,South America,Brazil,Rio Grande do Sul,Southern Temperate,Atlantic,-32.25583333,-51.7425,-32.26,-51.74,,,,"Parcel do Carpinteiro, station 77",,1,late Pleistocene,late Pleistocene,0.129,0.0117,0.1173,Sub-Epoch,Pleistocene,Pleistocene,Quaternary,Quaternary,Cenozoic,Cenozoic,Buchmann and Rincon-Filho 1997,,valid,age stated and justified in the text,teeth,Buchmann & Rincon-filho 1997,buchmann & rincon filho 1997
L_963,4668,South America,Brazil,,Southern Temperate,Atlantic,-33.64666667,-53.19722222,-33.65,-53.2,,,,"Parcel do Hermenegildo, station 27",,1,late Pleistocene,late Pleistocene,0.129,0.0117,0.1173,Sub-Epoch,Pleistocene,Pleistocene,Quaternary,Quaternary,Cenozoic,Cenozoic,Buchmann and Rincon-Filho 1997,,valid,age stated and justified in the text,teeth,Buchmann & Rincon-filho 1997,buchmann & rincon filho 1997
L_964,4669,South America,Brazil,Rio Grande do Sul,Southern Temperate,Atlantic,-32.26722222,-51.79,-32.27,-51.79,,,,"Parcel do Carpinteriro, station 18",,1,late Pleistocene,late Pleistocene,0.129,0.0117,0.1173,Sub-Epoch,Pleistocene,Pleistocene,Quaternary,Quaternary,Cenozoic,Cenozoic,Buchmann and Rincon-Filho 1997,,valid,age stated and justified in the text,teeth,Buchmann & Rincon-filho 1997,buchmann & rincon filho 1997
L_965,4670,South America,Brazil,Rio Grande do Sul,Southern Temperate,Atlantic,-32.21888889,-51.73944444,-32.22,-51.74,,,,"Parcel do Carpinteriro, station 62",,1,late Pleistocene,late Pleistocene,0.129,0.0117,0.1173,Sub-Epoch,Pleistocene,Pleistocene,Quaternary,Quaternary,Cenozoic,Cenozoic,Buchmann and Rincon-Filho 1997,,valid,age stated and justified in the text,teeth,Buchmann & Rincon-filho 1997,buchmann & rincon filho 1997
L_966,4671,South America,Brazil,Rio Grande do Sul,Southern Temperate,Atlantic,-32.20777778,-51.73777778,-32.21,-51.74,,,,"Parcel do Carpinteriro, station 63",,2,late Pleistocene,late Pleistocene,0.129,0.0117,0.1173,Sub-Epoch,Pleistocene,Pleistocene,Quaternary,Quaternary,Cenozoic,Cenozoic,Buchmann and Rincon-Filho 1997,,valid,age stated and justified in the text,teeth,Buchmann & Rincon-filho 1997,buchmann & rincon filho 1997
L_967,4672,South America,Brazil,Rio Grande do Sul,Southern Temperate,Atlantic,-32.20305556,-51.72333333,-32.2,-51.72,,,,"Parcel do Carpinteriro, station 68",,1,late Pleistocene,late Pleistocene,0.129,0.0117,0.1173,Sub-Epoch,Pleistocene,Pleistocene,Quaternary,Quaternary,Cenozoic,Cenozoic,Buchmann and Rincon-Filho 1997,,valid,age stated and justified in the text,teeth,Buchmann & Rincon-filho 1997,buchmann & rincon filho 1997
L_968,4673,South America,Brazil,Rio Grande do Sul,Southern Temperate,Atlantic,-32.22194444,-51.72277778,-32.22,-51.72,,,,"Parcel do Carpinteriro, station 70",,1,late Pleistocene,late Pleistocene,0.129,0.0117,0.1173,Sub-Epoch,Pleistocene,Pleistocene,Quaternary,Quaternary,Cenozoic,Cenozoic,Buchmann and Rincon-Filho 1997,,valid,age stated and justified in the text,teeth,Buchmann & Rincon-filho 1997,buchmann & rincon filho 1997
PBDB_214258,1138,North America,United States,California,Northern Temperate,Pacific,34.361561,-118.557037,35.06,-117.9,Pico,,,LACMIP 41824,"AB170629, Chiquella Lane",1,Zanclean,Zanclean,5.333,3.6,1.733,Sub-Epoch,Pliocene,Pleistocene,Neogene,Quaternary,Cenozoic,Cenozoic,Buczek et al. 2020,stated in text;,valid,,,Buczek Et Al. 2020,buczek et al. 2020
PBDB_214277,1139,North America,United States,California,Northern Temperate,Pacific,34.774521,-120.481201,34.39,-119.49,Careaga Sandstone,Cebada,,LACMIP 41811,"AB170617, Careaga Sandstone, Fugler Point",1,Gelasian,Gelasian,2.58,1.8,0.78,Stage,Pleistocene,Pleistocene,Quaternary,Quaternary,Cenozoic,Cenozoic,Buczek et al. 2020,,valid,,,Buczek Et Al. 2020,buczek et al. 2020
PBDB_48865,1586,Europe,France,,Tropical,Tethys Seaway,43.173611,1.007472,40.48,0.53,Marnes de Lestaillats,,,"Lafarge quarry, Lestaillats 1","Roquefort-sur-Garonne, Mauran",1,late Maastrichtian,late Maastrichtian,72.1,66,6.1,Sub-Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Buffetaut 1994,"estimated from map; Garonne valley, large abandoned quarry of the Lafarge cement works near village of Roquefort-sur-Garonne, 3 km SW of Mauran, on R bank of Garonne River",valid,,,Buffetaut 1994,buffetaut 1994
PBDB_13268,162,Europe,United Kingdom,,Northern Temperate,Tethys Seaway,50.11666667,1.083333333,38.2,14.38,Vectis,,outcrop,SZ 377840 Bernissartia locality (Wealden),,1,late Barremian,late Barremian,129.4,121.4,8,Sub-Stage,Lower Cretaceous,Lower Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Buffetaut and Ford 1979,"stated in text; ""...about midway between Compton Grange Chine and Hanover Point (map reference SZ 377840), at beach level in the second of the three lignitic bands depicted by Osborne White (1921).""  SW coast of Isle of Wight",valid,"Changed max and min ages from 130 and 122.5 to 129.4 and 121.4; From PBDB: Authors refer only to ""the Wealdon"", but the enterer questions whether these fossils are of the Vectis Formation of the Wealden Group..? ",,Buffetaut & Ford 1979,buffetaut & ford 1979
PBDB_67998,1817,Europe,France,Pays de la Loire,Northern Temperate,Pacific,46.745106,-1.90807,40.81,0.18,,,group of beds,Notre-Dame-de-Riez,Ligneron,1,Early Santonian,Early Santonian,86.3,83.6,2.7,Sub-Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Buffetaut and Pouit 1994,"based on nearby landmark; Ligneron, Notre-Dame-de-Riez, Vend√©e, Pays de la Loire",valid,,,Buffetaut & Pouit 1994,buffetaut & pouit 1994
PBDB_74071,1883,Europe,France,,Northern Temperate,Tethys Seaway,47.068943,-0.903621,37.79,2.94,Sables de Varennes,,,La Chaussée,Varennes,1,Middle Cenomanian,Middle Cenomanian,100.5,93.9,6.6,Sub-Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Buffetaut and Pouit 1994,"based on nearby landmark; from the La Chauss√©e locality, near Varennes, SW of Loches, Indre-et-Loire, W-central France; Touraine",valid,,,Buffetaut & Pouit 1994,buffetaut & pouit 1994
PBDB_125224,112,North America,United States,New Jersey,Northern Temperate,Western Tethys,39.802223,-75.064163,35.93,-39.62,,,,Near Blackwood,,1,Cretaceous,Cretaceous,145,66,79,Period,NA,NA,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Bukowski 1980,estimated from map;,valid,,,Bukowski 1980,bukowski 1980
PBDB_57915,1721,North America,United States,New Jersey,Northern Temperate,Pacific,40.313057,-74.222504,42.66,-52.35,Navesink,,formation,Big Brook (Navesink),,3,Maastrichtian,Maastrichtian,72.1,66,6.1,Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Bukowski 1980,estimated from map; near Boundary Rd. in Marlboro,valid,,,Bukowski 1980,bukowski 1980
PBDB_42634,1464,Europe,United Kingdom,England,Northern Temperate,Atlantic,50.738888,-1.691667,49.32,-1.48,Barton Beds,,bed,"Cliffend, Lower Barton Beds, A1, Hampshire",,1,late Eocene,late Eocene,37.71,33.9,3.81,Sub-Epoch,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Burton 1933,"based on nearby landmark; Cliff End, near Highcliff, the Lower Barton Beds are exposed within a quarter of a mile east of Cliff End",valid,late Eocene stated in the text,,Burton 1933,burton 1933
PBDB_42635,4770,Europe,United Kingdom,England,Northern Temperate,Atlantic,50.738888,-1.691667,49.26,-1.73,Barton Beds,Lower,bed,"Cliffend, Lower Barton Beds, A2, Hampshire",,1,late Eocene,late Eocene,41.2,37.71,3.49,Sub-Epoch,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Burton 1933,"based on nearby landmark; Cliff End, near Highcliff, the Lower Barton Beds are exposed within a quarter of a mile east of Cliff End",valid,late Eocene stated in the text,,Burton 1933,burton 1933
PBDB_42636,4770,Europe,United Kingdom,England,Northern Temperate,Atlantic,50.738888,-1.691667,49.28,-1.57,Barton Clay,,bed,"Cliffend, Lower Barton Beds, A3, Hampshire",,12,Bartonian,Bartonian,41.2,37.71,3.49,Stage,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Burton 1933,"based on nearby landmark; Cliff End, near Highcliff, the Lower Barton Beds are exposed within a quarter of a mile east of Cliff End",valid,"From PBDB: ""Lower Barton Beds""; this bed is 13 ft thick",,Burton 1933,burton 1933
PBDB_42639,4770,Europe,United Kingdom,England,Northern Temperate,Atlantic,50.738888,-1.691667,49.24,-1.66,Barton Clay,,bed,"Cliffend, Lower Barton Beds, B, Hampshire",,6,Bartonian,Bartonian,41.2,37.71,3.49,Stage,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Burton 1933,"based on nearby landmark; Cliff End, near Highcliff, the Lower Barton Beds are exposed within a quarter of a mile east of Cliff End",valid,"From PBDB: ""Lower Barton Beds""; this bed is 4 ft thick",,Burton 1933,burton 1933
PBDB_42640,1464,Europe,United Kingdom,England,Northern Temperate,Atlantic,50.738888,-1.691667,49.3,-1.53,Barton Beds,Middle,bed,"Cliffend, Middle Barton Beds, C, Hampshire",,2,late Eocene,late Eocene,37.71,33.9,3.81,Sub-Epoch,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Burton 1933,"based on nearby landmark; Cliff End, near Highcliff, the Lower Barton Beds are exposed within a quarter of a mile east of Cliff End",valid,"From PBDB: this bed is 6 ft thick, the lettering of the beds starts with the lowest Barton beds, this is the first in the Middle Barton Series",,Burton 1933,burton 1933
PBDB_42641,4770,Europe,United Kingdom,England,Northern Temperate,Atlantic,50.738888,-1.691667,49.26,-1.61,Barton Clay,Naish,bed,"Cliffend, Middle Barton Beds, D, Hampshire",,3,Bartonian,Bartonian,41.2,37.71,3.49,Stage,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Burton 1933,"based on nearby landmark; Cliff End, near Highcliff, the Lower Barton Beds are exposed within a quarter of a mile east of Cliff End",valid,"From PBDB: this bed is 20 ft thick, the lettering of the beds starts with the lowest Barton beds",,Burton 1933,burton 1933
PBDB_42644,4770,Europe,United Kingdom,England,Northern Temperate,Atlantic,50.738888,-1.691667,49.26,-1.61,Barton Beds,Middle,bed,"Cliffend, Middle Barton Beds, F, Hampshire",,4,late Eocene,late Eocene,41.2,37.71,3.49,Sub-Epoch,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Burton 1933,"based on nearby landmark; Cliff End, near Highcliff, the Lower Barton Beds are exposed within a quarter of a mile east of Cliff End",valid,"From PBDB: this bed is 25 ft thick, the lettering of the beds starts with the lowest Barton beds",,Burton 1933,burton 1933
PBDB_42662,1466,Europe,United Kingdom,England,Northern Temperate,Atlantic,50.849998,-1.783333,49.45,-1.52,Barton Beds,Middle,group of beds,"Poulner, Middle Barton Beds, Hampshire",,1,late Eocene,late Eocene,37.71,33.9,3.81,Sub-Epoch,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Burton 1933,"based on nearby landmark; Ayles's (formerly Seymour's) Brickyard, Poulner, Ringwood. The section is situated three quarters of a mile east of Poulner, on the Ringwood-Romsey road",valid,From PBDB: the lettering refers to a system used at Burton's other Barton localities,,Burton 1933,burton 1933
PBDB_42664,1467,Europe,United Kingdom,England,Northern Temperate,Atlantic,50.916668,-1.483333,49.72,-2.16,Bracklesham Beds,Upper,group of beds,"Totton, Upper Bracklesham Beds, Hampshire",,1,Ypresian,Lutetian,56,41.2,14.8,Sub-Epoch,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Burton 1933,"based on nearby landmark; Section along the Southern Railway from Totton to Gawley, Hants. Between the first and second arches, about half a mile from Totton and Eling Station, 450 yards of outcrop",valid,,,Burton 1933,burton 1933
L_84,4549,South America,Argentina,Puerto Madryn,Southern Temperate,Pacific,-42.76666667,-65.1,-42.27,-62.09,,,group of beds,west of Puerto Madryn city,,1,middle Miocene,Tortonian,15.97,7.246,8.724,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Cabrera et al. 2012,,valid,"age stated in text, referenced from Cione et al. 2005",skeletal remains,Cabrera Et Al. 2012,cabrera et al. 2012
PBDB_190376,4728,South America,Colombia,Guajira,Tropical,Pacific,11.15,-71.05,10.03,-70.04,Castilletes,,bed,STRI Loc. 390093. Makaraipao (Miocene of Colombia),,7,Langhian,Langhian,15.97,13.82,2.15,Stage,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Cadena and Jaramillo 2015,stated in text;,valid,"Changed max and min ages from 16 and 13.8 to 15.97 and 13.82 based on ISC chart 2022; From PBDB: Long section of Moreno et al. 2015, Figure 3. \r\nBeds in the middle part of the formation near Makaraipao yielded a mean 87Sr/86Sr ratio-derived age of 15.30 Ma (range of 15.14 ¬± 0.13 Ma‚Äì15.43 ¬± 0.09) (Moreno et al. 2015).",,Cadena & Jaramillo 2015,cadena & jaramillo 2015
PBDB_70242,1843,Europe,France,,Northern Temperate,Atlantic,44.366669,-0.516667,43.43,-0.69,,,group of beds,"Martillac, Breyra Valley, Gironde",Reef 3574,2,Aquitanian,Aquitanian,23.03,20.44,2.59,Stage,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Cahuzac et al. 2005,based on nearby landmark;,valid,Aquitanian age stated in the text,,Cahuzac Et Al. 2005,cahuzac et al. 2005
PBDB_161753,500,Europe,France,Landes,Northern Temperate,Neo-Tethys,43.689167,1.135833,42.28,0.79,,,,"Angoumé, 1",,27,Lutetian,Lutetian,47.8,41.2,6.6,Stage,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Cahuzac et al. 2007,based on political unit;,valid,Lutetian-Bartonian stated in the text,,Cahuzac Et Al. 2007,cahuzac et al. 2007
PBDB_161754,501,Europe,France,Landes,Northern Temperate,Neo-Tethys,43.7575,0.837222,42.54,0.31,,,,"Saint-Geours-d'Auribat, 2",,13,Ypresian,Ypresian,56,47.8,8.2,Stage,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Cahuzac et al. 2007,based on political unit;,valid,Ypresian-Lutetian stated in the text,,Cahuzac Et Al. 2007,cahuzac et al. 2007
PBDB_161755,502,Europe,France,Gironde ,Northern Temperate,Neo-Tethys,43.729443,0.599722,42.91,0.42,,,,"Léognan, 33",,9,Burdigalian,Burdigalian,20.44,15.97,4.47,Stage,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Cahuzac et al. 2007,based on political unit;,valid,Burdigalian stated in the text,,Cahuzac Et Al. 2007,cahuzac et al. 2007
PBDB_161756,503,Europe,France,Gironde ,Northern Temperate,Neo-Tethys,44.896389,0.716389,44.13,0.61,,,,"Saint-Médard-en-Jalles, 33",,2,Burdigalian,Burdigalian,20.44,15.97,4.47,Stage,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Cahuzac et al. 2007,based on political unit;,valid,Burdigalian stated in the text,,Cahuzac Et Al. 2007,cahuzac et al. 2007
PBDB_161757,503,Europe,France,Gironde ,Northern Temperate,Neo-Tethys,44.896389,0.716389,44.02,0.57,,,,"Caupian, 33",,1,Burdigalian,Burdigalian,20.44,15.97,4.47,Stage,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Cahuzac et al. 2007,based on political unit;,valid,Burdigalian stated in the text,,Cahuzac Et Al. 2007,cahuzac et al. 2007
PBDB_161758,504,Europe,France,Gironde ,Northern Temperate,Neo-Tethys,44.653057,0.595,43.83,0.46,,,,"Saucats, 33",,1,Burdigalian,Burdigalian,20.44,15.97,4.47,Stage,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Cahuzac et al. 2007,based on political unit;,valid,Burdigalian stated in the text,,Cahuzac Et Al. 2007,cahuzac et al. 2007
PBDB_161759,505,Europe,France,Landes,Northern Temperate,Neo-Tethys,43.707222,1.055278,43.19,1.01,,,,"Dax, 40",,1,Serravallian,Serravallian,13.82,11.63,2.19,Stage,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Cahuzac et al. 2007,based on political unit;,valid,Serravalian stated in the text,,Cahuzac Et Al. 2007,cahuzac et al. 2007
PBDB_161760,506,Europe,France,Landes,Northern Temperate,Neo-Tethys,43.665279,0.842778,43.1,0.77,,,,"Castelnau, 40",,1,Serravallian,Serravallian,13.82,11.63,2.19,Stage,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Cahuzac et al. 2007,based on political unit;,valid,Serravalian stated in the text,,Cahuzac Et Al. 2007,cahuzac et al. 2007
PBDB_161746,496,Europe,France,Cognac,Northern Temperate,Tethys Seaway,45.700001,0.333333,40.24,1.76,,,,"Lavie, 16",,1,Santonian,Santonian,86.3,83.6,2.7,Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Cahuzac et al.2007,based on political unit;,valid,,,Cahuzac Et Al. 2007,cahuzac et al. 2007
PBDB_161747,497,Europe,France,Charente-Maritime,Northern Temperate,Pacific,45.559265,-0.956677,42.31,-0.77,,,,"Meschers, 17",,1,late Campanian,late Campanian,83.6,72.1,11.5,Sub-Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Cahuzac et al.2007,based on political unit;,valid,,,Cahuzac Et Al. 2007,cahuzac et al. 2007
PBDB_161748,498,Europe,France,Charente,Northern Temperate,Tethys Seaway,45.633331,0.15,38.49,3.16,,,,"Sillac, 16",,5,Turonian,Turonian,93.9,89.8,4.1,Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Cahuzac et al.2007,based on political unit;,valid,,,Cahuzac Et Al. 2007,cahuzac et al. 2007
PBDB_161749,499,Europe,France,Charente,Northern Temperate,Tethys Seaway,45.066666,1.15,38.92,3.21,,,,"Montignac, Dordogne",,2,Coniacian,Coniacian,89.8,86.3,3.5,Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Cahuzac et al.2007,based on political unit;,valid,,,Cahuzac Et Al. 2007,cahuzac et al. 2007
PBDB_161751,4721,Europe,France,Charente,Northern Temperate,Tethys Seaway,45.633331,0.15,37.47,3.96,,,,"Angoulême, 16",,1,Cenomanian,Cenomanian,100.5,93.9,6.6,Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Cahuzac et al.2007,based on political unit;,valid,,,Cahuzac Et Al. 2007,cahuzac et al. 2007
PBDB_161752,4721,Europe,France,Charente,Northern Temperate,Tethys Seaway,45.633331,0.15,37.2,4.15,,,,"La Madeleine, 16",,1,Cenomanian,Cenomanian,100.5,93.9,6.6,Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Cahuzac et al.2007,based on political unit;,valid,,,Cahuzac Et Al. 2007,cahuzac et al. 2007
PBDB_221052,4762,North America,United States,New Jersey,Northern Temperate,Pacific,40.383923,-74.211121,42.32,-52.32,Navesink,,bed,Holmdel Park Site,Site HP,27,late Campanian,Early Maastrichtian,72.1,66,6.1,Sub-Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Callahan et al.2014,based on nearby landmark; Located along a small tributary tributary of Ramanessin Brook that flows along the northeastern border of Holmdel Park roughly paralleling Crawfords Corner Road. The fossil-bearing outcrops are found on both sides of the streambed for a distance of approximately 0.12 km (0.7 miles).,valid,,,Callahan Et Al. 2014,callahan et al. 2014
