author,year,identifier,title,journal,DOI,abstract,author1,journal_detail,pubtype,language,source,collection_number,occurrence_number,reference_key,reference_display
"Udovychenko, M.",2009,,"Elasmobranhiyi Mandrykivs'ka layers Dnipropetrovsk. 1. Squatiniformes, Heterodontiformes, Orectolobiformes, Lamniformes. [in Russian]",Paleontological Collection,,"The first description of teeth of elasmobranhiy Mandrykivs’kyi Fishing career walks (Dnepropetrovsk) are given: Squatina sp., Heterodontus sp. 1, Heterodontus vincenti (Leriche), Hemiscyllium sp., Carcharias cuspidata (Agassiz), Odontaspis sp., Striatolamia macrota (Agas-siz), Carcharocles sokolovi (Jaekel), Parotodus sp. Keywords: Ukraine, Dnepropetrovsk, mandrykivs’kyi classes, pryabon, Al-smobranhiy teeth. ",Udovychenko,"Paleontological Collection, 41: 27–36",Journal article,Russian,L,L_1531,"L_21958, L_21959, L_2196, L_21960, L_21961, L_21962, L_21963, L_21964, L_21965",udovychenko 2009,Udovychenko 2009
"Uhen M. D., ",2007,,USNM Chesapeake Group Cetacean Collection Data,,,,Uhen,,unpublished,English,PBDB,"PBDB_55517, PBDB_57786, PBDB_60376, PBDB_70546, PBDB_70593, PBDB_70594, PBDB_70819, PBDB_70823, PBDB_70826, PBDB_70835, PBDB_70838, PBDB_70843, PBDB_70854, PBDB_71794, PBDB_71801, PBDB_71807","PBDB_24451, PBDB_24452, PBDB_24913, PBDB_24914, PBDB_24915, PBDB_25445, PBDB_25446, PBDB_25447, PBDB_25448, PBDB_25449, PBDB_25581, PBDB_25576, PBDB_25577, PBDB_25578, PBDB_25579, PBDB_25580, PBDB_25770, PBDB_25771, PBDB_26776, PBDB_26779, PBDB_26777, PBDB_26778, PBDB_26780, PBDB_26805, PBDB_26807, PBDB_26808, PBDB_26810, PBDB_26811, PBDB_26812, PBDB_26813, PBDB_26814, PBDB_26887, PBDB_26888, PBDB_26889, PBDB_26890, PBDB_26898, PBDB_26899, PBDB_26900",uhen 2007,Uhen 2007
"Ullmann P. V., Shaw A., R. Nellermoe, K. J. Lacovara",2017,,"Taphonomy of the Standing Rock Hadrosaur Site, Corson County, South Dakota",Palaios,10.2110/palo.2017.060,,Ullmann,,Journal article,English,PBDB,PBDB_47034,PBDB_24806,ullmann et al. 2017,Ullmann et al. 2017
"Underwood C. J., ",2004,,"Barremian and Aptian (Cretaceous) sharks and rays from Speeton, Yorkshire, NE England",Proceedings of the Yorkshire Geological Society,10.1144/pygs.55.2.107,,Underwood,,Journal article,English,PBDB,"PBDB_213572, PBDB_213573, PBDB_213574, PBDB_213575, PBDB_213576, PBDB_213577, PBDB_213578","PBDB_19097, PBDB_19098, PBDB_19099, PBDB_19100, PBDB_19101, PBDB_19102, PBDB_19103, PBDB_19104, PBDB_19112, PBDB_19105, PBDB_19106, PBDB_19107, PBDB_19108, PBDB_19109, PBDB_19110, PBDB_19111, PBDB_19119, PBDB_19113, PBDB_19114, PBDB_19115, PBDB_19116, PBDB_19117, PBDB_19118, PBDB_19120, PBDB_19121, PBDB_19122, PBDB_19123",underwood 2004,Underwood 2004
"Underwood C. J., Cumbaa S. L., ",2010,,"Chondrichthyans from a Cenomanian (Late Cretaceous) bonebed, Saskatchewan, Canada",Palaeontology,10.1111/j.1475-4983.2010.00969.x,,Underwood,,Journal article,English,PBDB,,"PBDB_23305, PBDB_23307, PBDB_23308, PBDB_23309, PBDB_23310, PBDB_23312, PBDB_23316, PBDB_23317, PBDB_23318, PBDB_23319, PBDB_23320, PBDB_23321, PBDB_23315, PBDB_25302",underwood & cumbaa 2010,Underwood & Cumbaa 2010
"Underwood C. J., Goswami A., G. V. R. Prasad, O. Verma, J. J. Flynn",2011,a,Marine vertebrates from the ‚Middle' Cretaceous (Early Cenomanian) of South India,Journal of Vertebrate Paleontology,10.1080/02724634.2011.574518,,Underwood,,Journal article,English,PBDB,PBDB_110178,"PBDB_12250, PBDB_12251, PBDB_12252, PBDB_12254, PBDB_12255, PBDB_12256, PBDB_12257",underwood et al. 2011a,Underwood et al. 2011a
"Underwood C. J., Michell S. F., K. J. Veltkamp",1999,a,Shark and Ray teeth from the Hauterivian (Lower Cretaceous) of north-east England,Palaeontology,10.1111/1475-4983.00074,,Underwood,,Journal article,English,PBDB,"PBDB_66418, PBDB_66419, PBDB_66420, PBDB_66421, PBDB_66422","PBDB_26345, PBDB_26346, PBDB_26347, PBDB_26348, PBDB_26349, PBDB_26350, PBDB_26351, PBDB_26352, PBDB_26353, PBDB_26354, PBDB_26355, PBDB_26356, PBDB_26357, PBDB_26358, PBDB_26359, PBDB_26360, PBDB_26361, PBDB_26362, L_5951",underwood et al. 1999a,Underwood et al. 1999a
"Underwood C. J., Mitchell S. F., ",1999,,Albian and Cenomanian selachian assemblages from north-east England,Special Papers in Palaeontology,,,Underwood,,Serial monograph,English,PBDB,"L_2506, PBDB_213319, PBDB_213320, PBDB_213321, PBDB_213322, PBDB_213323, PBDB_213324, PBDB_213325, PBDB_213326, PBDB_213327, PBDB_213328, PBDB_213329, PBDB_213330, PBDB_213331, PBDB_213332, PBDB_213333, PBDB_213334, PBDB_213335, PBDB_213336, PBDB_213337, PBDB_213338, PBDB_213339, PBDB_213340, PBDB_213341, PBDB_213342, PBDB_213343, PBDB_213344, PBDB_213345, PBDB_213346, PBDB_213347, PBDB_213348, PBDB_213349, PBDB_213350, PBDB_213351, PBDB_213352, PBDB_213353, PBDB_213354, PBDB_213355, PBDB_213356, PBDB_213357, PBDB_213358, PBDB_213359, PBDB_213360, PBDB_213361, PBDB_213362, PBDB_213363, PBDB_213364, PBDB_213365, PBDB_213366, PBDB_213367, PBDB_213368, PBDB_213369, PBDB_213370, PBDB_213371, PBDB_213372, PBDB_213373, PBDB_213374","PBDB_18230, PBDB_18231, PBDB_18232, PBDB_18274, PBDB_18275, PBDB_18276, PBDB_18277, PBDB_18278, PBDB_18280, PBDB_18281, PBDB_18282, PBDB_18283, PBDB_18284, PBDB_18285, PBDB_18286, PBDB_18287, PBDB_18288, PBDB_18289, PBDB_18290, PBDB_18291, PBDB_18292, PBDB_18293, PBDB_18294, PBDB_18295, PBDB_18296, PBDB_18297, PBDB_18298, PBDB_18299, PBDB_18300, PBDB_18301, PBDB_18302, PBDB_18303, PBDB_18304, PBDB_18305, PBDB_18306, PBDB_18307, PBDB_18308, PBDB_18309, PBDB_18310, PBDB_18311, PBDB_18312, PBDB_18313, PBDB_18314, PBDB_18315, PBDB_18316, PBDB_18317, PBDB_18318, PBDB_18319, PBDB_18320, PBDB_18322, PBDB_18324, PBDB_18325, PBDB_18326, PBDB_18327, PBDB_18328, PBDB_18329, PBDB_18330, PBDB_18331, PBDB_18332, PBDB_18333, PBDB_18334, PBDB_18335, PBDB_18336, PBDB_18337, PBDB_18338, PBDB_18339, PBDB_18340, PBDB_18341, PBDB_18342, PBDB_18343, PBDB_18344, PBDB_18345, PBDB_18346, PBDB_18347, PBDB_18348, PBDB_18349, PBDB_18350, PBDB_18351, PBDB_18352, PBDB_18353, PBDB_18354, PBDB_18355, PBDB_18356, PBDB_18357, PBDB_18358, PBDB_18359, PBDB_18360, PBDB_18361, PBDB_18362, PBDB_18363, PBDB_18365, PBDB_18366, PBDB_18367, PBDB_18368, PBDB_18369, PBDB_18371, PBDB_18372, PBDB_18373, PBDB_18374, PBDB_18375, PBDB_18376, PBDB_18377, PBDB_18378, PBDB_18379, PBDB_18380, PBDB_18381, PBDB_18382, PBDB_18383, PBDB_18384, PBDB_18385, PBDB_18386, PBDB_18387, PBDB_18388, PBDB_18389, PBDB_18390, PBDB_18391, PBDB_18392, PBDB_18393, PBDB_18394, PBDB_18395, PBDB_18396, PBDB_18397, PBDB_18398, PBDB_18399, PBDB_18400, PBDB_18401, PBDB_18402, PBDB_18436, PBDB_18404, PBDB_18405, PBDB_18406, PBDB_18407, PBDB_18408, PBDB_18409, PBDB_18410, PBDB_18411, PBDB_18412, PBDB_18413, PBDB_18414, PBDB_18415, PBDB_18416, PBDB_18440, PBDB_18418, PBDB_18419, PBDB_18420, PBDB_18421, PBDB_18422, PBDB_18423, PBDB_18424, PBDB_18425, PBDB_18427, PBDB_18446, PBDB_18430, PBDB_18431, PBDB_18432, PBDB_18433, PBDB_18434, PBDB_18435, PBDB_18468, PBDB_18437, PBDB_18438, PBDB_18439, PBDB_18482, PBDB_18442, PBDB_18443, PBDB_18444, PBDB_18445, PBDB_18488, PBDB_18447, PBDB_18448, PBDB_18449, PBDB_18450, PBDB_18451, PBDB_18452, PBDB_18453, PBDB_18454, PBDB_18455, PBDB_18457, PBDB_18458, PBDB_18459, PBDB_18460, PBDB_18461, PBDB_18462, PBDB_18463, PBDB_18464, PBDB_18465, PBDB_18466, PBDB_18467, PBDB_18469, PBDB_18470, PBDB_18471, PBDB_18472, PBDB_18473, PBDB_18474, PBDB_18475, PBDB_18476, PBDB_18477, PBDB_18478, PBDB_18479, PBDB_18480, PBDB_18481, PBDB_18483, PBDB_18484, PBDB_18485, PBDB_18486, PBDB_18487, L_3447, L_3448, L_3449, L_345, L_3450, L_3451, L_3452, L_3453, L_3454, L_3455, L_3456, L_3457, L_3458, L_3459, L_346, L_3460, L_3461, L_3462, L_3463, L_3464, L_3465, L_3466, L_3467, L_3468, L_3469, L_347, L_3470, L_3471, L_3472, L_3473, L_3474, L_3475, L_3476, L_3477, L_3478, L_3479, L_348, L_3480, L_3481, L_5601, L_5602, L_5603, L_5604, L_5605, L_5606, L_5607",underwood & mitchell 1999,Underwood & Mitchell 1999
"Underwood C. J., Mitchell S. F., ",2000,,"Serratolamna serrata (Agassiz) (Pisces, Neoselachii) from the Maastrichtian (Late Cretaceous) of Jamaica",Caribbean Journal of Earth Science,,,Underwood,,Journal article,English,PBDB,PBDB_213579,PBDB_19124,underwood & mitchell 2000,Underwood & Mitchell 2000
"Underwood C. J., Mitchell S. F., ",2004,,"Sharks, bony fishes and endodental borings from the Miocene Montpelier Formation (White Limestone Group) of Jamaica",Cainozoic Research,,,Underwood,,Journal article,English,PBDB,PBDB_69729,"PBDB_26519, PBDB_26520, PBDB_26521, PBDB_26522, PBDB_26523, PBDB_26524",underwood & mitchell 2004,Underwood & Mitchell 2004
"Underwood C. J., Rees J., ",2002,,"Selachian faunas from the lowermost Purbeck Group of Dorset, southern England",Special Papers in Palaeontology,,,Underwood,,Journal article,English,PBDB,"PBDB_90718, PBDB_90719, PBDB_90721, PBDB_90728","PBDB_10360, PBDB_10361, PBDB_10362, PBDB_10363, PBDB_10364, PBDB_10365, PBDB_10366, PBDB_10367, PBDB_10368, PBDB_10369",underwood & rees 2002,Underwood & Rees 2002
"Underwood C. J., Schlogl J., ",2013,,"Deep-Water Chondrichthyans from the Early Miocene of the Vienna Basin (Central Paratethys, Slovakia)",Acta Palaeontologica Polonica,,,Underwood,,Journal article,English,PBDB,"PBDB_161895, PBDB_161896, PBDB_161897, PBDB_161898, PBDB_161899, PBDB_161900, PBDB_161901, PBDB_161902","PBDB_15492, PBDB_15493, PBDB_15494, PBDB_15495, PBDB_15496, PBDB_15497, PBDB_15498, PBDB_15499, PBDB_15500, PBDB_15501, PBDB_15502, PBDB_15503, PBDB_15504, PBDB_15505, PBDB_15506, PBDB_15507, PBDB_15508, PBDB_15509, PBDB_15510, PBDB_15511, PBDB_15512, PBDB_15513, PBDB_15514, PBDB_15515, PBDB_15516, PBDB_15517, PBDB_15518, PBDB_15519, PBDB_15520, PBDB_15521, PBDB_15522, PBDB_15523, PBDB_15524, PBDB_15525, PBDB_15526, PBDB_15527, PBDB_15528, PBDB_15529, PBDB_15530, PBDB_15531, PBDB_15532, PBDB_15533, PBDB_15534, PBDB_15535",underwood & schlogl 2013,Underwood & Schlogl 2013
"Underwood C. J., Ward D. J., ",2008,,"Sharks of the order Carcharhiniformes from the British Coniacian, Santonian and Campanian (Upper Cretaceous)",Palaeontology,,,Underwood,,Journal article,English,PBDB,"PBDB_213376, PBDB_213377, PBDB_213378, PBDB_213379, PBDB_213380, PBDB_213381, PBDB_213382, PBDB_213383","PBDB_18561, PBDB_18645, PBDB_18503, PBDB_18532, PBDB_18605, PBDB_18621, PBDB_18501, PBDB_18502, PBDB_18504, PBDB_18505, PBDB_18506, PBDB_18507, PBDB_18508, PBDB_18509, PBDB_18510, PBDB_18511, L_3879, PBDB_18530, PBDB_18531, PBDB_18533, PBDB_18534, PBDB_18535, PBDB_18537, PBDB_18538, PBDB_18539, PBDB_18540, PBDB_18541, PBDB_18559, PBDB_18560, PBDB_18562, PBDB_18563, PBDB_18564, PBDB_18565, PBDB_18566, PBDB_18567, PBDB_18568, PBDB_18569, PBDB_18570, PBDB_18585, PBDB_18586, PBDB_18587, PBDB_18588, PBDB_18589, PBDB_18590, PBDB_18604, PBDB_18606, PBDB_18607, PBDB_18608, PBDB_18609, PBDB_18619, PBDB_18620, PBDB_18622, PBDB_18623, PBDB_18624, PBDB_18625, PBDB_18626, PBDB_18627, PBDB_18629, PBDB_18643, PBDB_18644, PBDB_18646, PBDB_18647, PBDB_18648, PBDB_18649, PBDB_18650, PBDB_18651, PBDB_18652, PBDB_18654, PBDB_18672, PBDB_18673, PBDB_18674, PBDB_18675, PBDB_18676",underwood & ward 2008,Underwood & Ward 2008
"Underwood C. J., Ward D. J., ",2011,,"New hemigaleid shark form the late Eocene of Wadi Al-Hitan, Egypt",Journal of Vertebrate Paleontology,10.1080/02724634.2011.563763,,Underwood,,Journal article,English,PBDB,"PBDB_109049, PBDB_13102","PBDB_12249, PBDB_12963",underwood & ward 2011,Underwood & Ward 2011
"Underwood C. J., Ward D. J., C. King, S. M. Antar, I. S. Zalmout, P. D. Gingerich",2011,b,"Shark and ray faunas in the Middle and Late Eocene of the Fayum Area, Egypt",Proceedings of the Geologists' Association,10.1016/j.pgeola.2010.09.004,,Underwood,,Journal article,English,PBDB,"PBDB_137536, PBDB_137537, PBDB_137538, PBDB_137539, PBDB_137540, PBDB_137541, PBDB_137546, PBDB_137547, PBDB_137548, PBDB_137550, PBDB_137551, PBDB_137552, PBDB_137554, PBDB_137556, PBDB_137558, PBDB_137563, PBDB_137564, PBDB_137568, PBDB_137569, PBDB_137570, PBDB_137572, PBDB_137573, PBDB_137575, PBDB_137576, PBDB_137578, PBDB_137579, PBDB_137580, PBDB_137582, PBDB_137583, PBDB_137584, PBDB_137586, PBDB_137588","PBDB_13260, PBDB_13261, PBDB_13262, PBDB_13263, PBDB_13264, PBDB_13265, PBDB_13266, PBDB_13267, PBDB_13268, PBDB_13269, PBDB_13270, PBDB_13271, PBDB_13272, PBDB_13273, PBDB_13274, PBDB_13275, PBDB_13276, PBDB_13277, PBDB_13278, PBDB_13279, PBDB_13280, PBDB_13281, PBDB_13288, PBDB_13282, PBDB_13283, PBDB_13284, PBDB_13285, PBDB_13286, PBDB_13287, PBDB_13289, PBDB_13290, PBDB_13291, PBDB_13292, PBDB_13293, PBDB_13294, PBDB_13295, PBDB_13296, PBDB_13297, PBDB_13298, PBDB_13299, PBDB_13300, PBDB_13301, PBDB_13302, PBDB_13303, PBDB_13304, PBDB_13305, PBDB_13306, PBDB_27493, PBDB_13307, PBDB_13308, PBDB_13309, PBDB_13310, PBDB_13311, PBDB_13312, PBDB_13319, PBDB_13313, PBDB_13314, PBDB_13315, PBDB_13316, PBDB_13317, PBDB_13318, PBDB_13320, PBDB_13321, PBDB_13322, PBDB_13323, PBDB_13324, PBDB_13325, PBDB_13326, PBDB_13327, PBDB_13335, PBDB_13328, PBDB_13329, PBDB_13330, PBDB_13331, PBDB_13332, PBDB_13333, PBDB_13334, PBDB_13336, PBDB_13337, PBDB_13338, PBDB_13339, PBDB_13340, PBDB_13341, PBDB_13342, PBDB_13349, PBDB_13343, PBDB_13344, PBDB_13345, PBDB_13346, PBDB_13347, PBDB_13348, PBDB_13350, PBDB_13351, PBDB_13352, PBDB_13353, PBDB_13354, PBDB_13355, PBDB_13356, PBDB_13357, PBDB_13358, PBDB_13359, PBDB_13360, PBDB_13361, PBDB_13362, PBDB_13363, PBDB_13364, PBDB_13365, PBDB_13366, PBDB_13367, PBDB_13368, PBDB_13369, PBDB_13370, PBDB_13371, PBDB_13372, PBDB_13373, PBDB_13374, PBDB_13375, PBDB_13376, PBDB_13377, PBDB_13378, PBDB_13379, PBDB_13380, PBDB_13381, PBDB_13382, PBDB_13383, PBDB_13384, PBDB_13385, PBDB_13386, PBDB_13387, PBDB_13388, PBDB_13389, PBDB_13390, PBDB_13404, PBDB_13392, PBDB_13391, PBDB_13393, PBDB_13394, PBDB_13395, PBDB_13396, PBDB_13397, PBDB_13398, PBDB_13399, PBDB_13400, PBDB_13401, PBDB_13402, PBDB_13403, PBDB_13405, PBDB_13406, PBDB_13407, PBDB_13408, PBDB_13409, PBDB_13410, PBDB_13411, PBDB_13412, PBDB_13413, PBDB_13414, PBDB_13415, PBDB_13416, PBDB_13417, PBDB_13418, PBDB_13419, PBDB_13423, PBDB_13420, PBDB_13421, PBDB_13422, PBDB_13424, PBDB_13425, PBDB_13433, PBDB_13426, PBDB_13427, PBDB_13428, PBDB_13429, PBDB_13430, PBDB_13431, PBDB_13432, PBDB_13434, PBDB_13435, PBDB_13436, PBDB_13437, PBDB_13438, PBDB_13439, PBDB_13440, PBDB_13441, PBDB_13442, PBDB_13449, PBDB_13443, PBDB_13444, PBDB_13445, PBDB_13446, PBDB_13447, PBDB_13448, PBDB_13450, PBDB_13451, PBDB_13452, PBDB_13453, PBDB_13454, PBDB_13455, PBDB_13456, PBDB_27494, PBDB_13463, PBDB_13458, PBDB_13457, PBDB_13459, PBDB_13460, PBDB_13461, PBDB_13462, PBDB_13464, PBDB_13465, PBDB_13466, PBDB_13467, PBDB_13468, PBDB_13469, PBDB_13470, PBDB_13471, PBDB_13472, PBDB_13473, PBDB_13474, PBDB_13475, PBDB_13476, PBDB_13477, PBDB_13478, PBDB_13479, PBDB_13480, PBDB_13481, PBDB_13482, PBDB_13483, PBDB_13484, PBDB_13485, PBDB_13486, PBDB_13487, PBDB_13488, PBDB_13489, PBDB_13490, PBDB_13491, PBDB_13492, PBDB_13493, PBDB_13494, PBDB_13495, PBDB_13496, PBDB_13497, PBDB_13498, PBDB_13499, PBDB_13500, PBDB_13501, PBDB_13502, PBDB_13503, PBDB_13504, PBDB_13505, PBDB_13506, PBDB_13507, PBDB_13508, PBDB_13509, PBDB_13510, PBDB_13511, PBDB_13512, PBDB_13513, PBDB_13514, PBDB_13515, PBDB_13516, PBDB_13517, PBDB_13518, PBDB_13519, PBDB_13520, PBDB_13521, PBDB_13522, PBDB_13523, PBDB_13524, PBDB_13525, PBDB_13526, PBDB_13527, PBDB_13528, PBDB_13530, PBDB_13529, PBDB_13531, PBDB_13532, PBDB_13533, PBDB_13534, PBDB_13535, PBDB_13536, PBDB_13537, PBDB_13538, PBDB_13539, PBDB_13540, PBDB_13541, PBDB_13542, PBDB_13543, PBDB_13544, PBDB_13545, PBDB_13546, PBDB_13547, PBDB_13548, PBDB_13549, PBDB_13550, PBDB_13551, PBDB_13552, PBDB_13553, PBDB_13554, PBDB_13555, PBDB_13556, PBDB_13557, PBDB_13559, PBDB_13558, PBDB_13560, PBDB_13561, PBDB_13562, PBDB_13563, PBDB_13564, PBDB_13565, PBDB_13566, PBDB_13567, PBDB_13568, PBDB_13569, PBDB_13570, PBDB_13573, PBDB_13571, PBDB_13572, PBDB_13574, PBDB_13575, PBDB_13576, PBDB_13577, PBDB_13578, PBDB_13579, PBDB_13580, PBDB_13581, PBDB_13582, PBDB_13583, PBDB_13584, PBDB_13598, PBDB_13586, PBDB_13585, PBDB_13587, PBDB_13588, PBDB_13589, PBDB_13590, PBDB_13591, PBDB_13592, PBDB_13593, PBDB_13594, PBDB_13595, PBDB_13596, PBDB_13597, PBDB_13599, PBDB_13600, PBDB_13601, PBDB_13602, PBDB_13603, PBDB_13604, PBDB_13605, PBDB_13606, PBDB_13607, PBDB_13608, PBDB_13609, PBDB_13610, PBDB_13611, PBDB_13612, PBDB_13613, PBDB_13614, PBDB_13615, PBDB_13616, PBDB_13617, PBDB_13618, PBDB_13619, PBDB_13620, PBDB_13621, PBDB_27495, PBDB_13623, PBDB_13622, PBDB_13624, PBDB_13625, PBDB_13626, PBDB_13627, PBDB_13629, PBDB_13628, PBDB_13630, PBDB_13631, PBDB_13632, PBDB_13633, PBDB_13634, PBDB_13635, PBDB_13636, PBDB_13637, PBDB_13638, PBDB_13639, PBDB_13640, PBDB_13641, PBDB_13642, PBDB_13643, PBDB_13644, PBDB_13645, PBDB_13646, PBDB_13647, PBDB_13648, PBDB_13649, PBDB_13650, PBDB_13651, PBDB_13653, PBDB_13652, PBDB_13654, PBDB_13655, PBDB_13656, PBDB_13657, PBDB_13658, PBDB_13659, PBDB_13660, PBDB_13661, PBDB_13662, PBDB_13663, PBDB_13664, PBDB_13665, PBDB_27496, PBDB_13666, PBDB_13667, PBDB_13668, PBDB_13669, PBDB_13670, PBDB_13671, PBDB_13679, PBDB_13673, PBDB_13672, PBDB_13674, PBDB_13675, PBDB_13676, PBDB_13677, PBDB_13678, PBDB_13680, PBDB_13681, PBDB_13682, PBDB_13683, PBDB_13684, PBDB_13685, PBDB_13686, PBDB_13690, PBDB_13687, PBDB_13688, PBDB_13689, PBDB_13691, PBDB_13692, PBDB_13693, PBDB_13694, PBDB_13695, PBDB_13696, PBDB_13697, PBDB_13698, PBDB_13699, PBDB_13700, PBDB_13701, PBDB_13702, PBDB_13703, PBDB_13704, PBDB_12253",underwood et al. 2011b,Underwood et al. 2011b
