author,year,identifier,title,journal,keyword_time,keyword_place,described_species,described_genus,described_fam_ord,nov_fam,nov_gen,nov_sp,DOI,abstract,author1,journal_detail,pubtype,language,reference_display,reference_key
"Reichenbacher, B. & Kälin, D. & Jost, J.",2005,,A fourth St. Gallen Formation cycle (?) in the Karpatian Upper Marine Molasse of central Switzerland.,Facies,"Neogene, Miocene","Europe, Switzerland","Dasyatis sp., Dasyatis cf. rugosa, Rhinobatos sp., Scyliorhinus sp., Synodontaspis acutissima, Synodontaspis sp., ",,"Carcharhinidae indet.,",,,,10.1007/s10347-005-0056-7,"The Mauensee section in the Molasse Basin (North Alpine Foreland Basin) of central Switzerland represents one of the best continuously exposed outcrops of the St. Gallen Formation of the Upper Marine Molasse. A similarly well-exposed section is at Schmiedrued, situated about 15 km to the north. Biostratigraphic analysis of mammal and fish faunas shows that both sections are of Early Karpatian age. Palaeoecological analysis of the biota indicates an oligohaline intercalation within the marine part of the sections. This is additionally confirmed by the oxygen isotopic compositions of fish otoliths from the Mauensee section. The overlying marine sequence may represent a fourth cycle in the St. Gallen Formation that might perhaps indicate a Karpatian transgression from the Mediterranean Sea, which has not previously been recognized. Biostratigraphic comparison shows that the sedimentation of the Upper Freshwater Molasse began at the base of the Karpatian in southwest Germany and eastern Switzerland, and in the Middle Karpatian in central Switzerland. The presence of a Karpatian marine sedimentation area in central Switzerland may explain that the terrestrial sedimentation of the Upper Freshwater Molasse began at such different times.",Reichenbacher,"Facies, 51 (1): 160-172",Journal article,English,Reichenbacher et al. 2005,reichenbacher et al. 2005
"Reid C. M.,  , ",1998,,"Stratigraphy, paleontology, and tectonics of Lower Miocene rocks in the Waipatiki/Mangatuna area, southern Hawke's Bay, New Zealand",New Zealand Journal of Geology and Geophysics,,,,,,,,,10.1080/00288306.1998.9514796,,Reid,,Journal article,English,Reid 1998,reid 1998
"Reinecke, T. & Engelhard, P.",1997,,"The selachian fauna from Geschiebe of the Lower Selandian basal conglomerate (Thanetian, Late Paleocene) in the Danish subbasin (Sealand, Scania, Western Baltic Sea).",Erratica,"Paleogene, Paleocene, Thanetian","Europe, Germany","Hexanchus sp., Weltonia sp., Squalus minor, Megasqualus orpiensis, Centrophorus sp., Squatina prima, Heterodontus danicus, Heterodontus rugosus, Pararhincodon cf. ypresiensis, Pararhincodon bilzi, Hemiscyllium daimeriesi, Chiloscyllium sp., Ginglymostoma africanum, Palaeohypotodus rutoti, Odontaspis winkleri, Striatolamia striata, Carcharias hopei, Anomotodon plicatus, Isurolamna inflata, Cretodus borodini, Cretolamna appendiculata pachyrhiza, Palaeocarcharodon orientalis, Otodus obliquus, Scyliorhinus gilberti, Scyliorhinus carinatus, Scyliorhinus sp., Palaeogaleus vincenti, Galeorhinus gomphorhiza, Mustelus biddlei, Rhinobatos matzensis, Myliobatis sp.,",,Triakidae gen. et sp. indet.,,,"Pararhincodon bilzi, Scyliorhinus carinatus",,,Reinecke,"Erratica, 2: 3–45, 2 tabl., pl. 1–6",Journal article,English,Reinecke & Engelhard 1997,reinecke & engelhard 1997
"Reinecke, T. & Hoedemakers, K.",2006,,"Physogaleus hemmooriensis (Carcharhinidae, Elasmobranchii) a new shark species from the early to middle Miocene of the North Sea Basin.",Palaeovertebrata,"Neogene, Miocene","Europe, Germany",Physogaleus hemmooriensis,,,,,Physogaleus hemmooriensis,,"A new carcharhinid shark species, Physogaleus hemmooriensis sp. nov., is described from the Lower Hemmoorian (Behrendorfian, late Burdigalian, early Miocene) of Werder, Lower Saxony, Germany. P. hemmooriensis also occurs in the Edegem and Antwerpen Sands Members of the Berchem Formation, Belgium, and in the Miste Bed, Aalten Member of the Breda Formation, The Netherlands, which have an early to middle Miocene age. In the Western Atlantic region, the taxon is present in the early Miocene Calvert Formation of Delaware, U.S.A, which is largely contemporaneous with the Hemmoorian. ",Reinecke,"Palaeovertebrata, 34 (1-2): 1-25",Journal article,English,Reinecke & Hoedemakers 2006,reinecke & hoedemakers 2006
"Reinecke T., Radwanski A., ",2015,a,"Fossil sharks basking sharks of the genus Keasius (Lamniformes, Cetorhinidae) from the boreal North Sea Basin and Upper Rhine Graben: Evolution of dental characteristics from the Oligocene to Middle Miocene and description of two new species",Palaentos,,,,,,,,,,,Reinecke,,Journal article,English,Reinecke & Radwanski 2015a,reinecke & radwanski 2015a
"Reinecke T., Radwanski A., ",2015,b,"Fossil sharks and batoids from the Korytnica Clays, early Badenian (Langhian, Middle Miocene), Fore-Carpathian Basin, Central Poland - a revision and updated record",Palaentos,,,,,,,,,,,Reinecke,,Journal article,English,Reinecke & Radwanski 2015b,reinecke & radwanski 2015b
"Reinecke, T.",2014,,"Two new scyliorhinid shark species (Elasmobranchii, Carcharhiniformes, Scyliorhinidae), from the Sülstorf Beds (Chattian, Late Oligocene) of the southeastern North Sea Basin, northern Germany.",Palaeovertebrata,"Paleogene, Oligocene, Chattian","Europe, Germany","Scyliorhinus biformis, Scyliorhinus suelstorfensis",,,,,"Scyliorhinus biformis, Scyliorhinus suelstorfensis",,"Based on isolated teeth two new scyliorhinid shark species, Scyliorhinus biformis nov. sp. and Scyliorhinus suelstorfensis nov. sp., are described from the Sülstorf Beds, early-middle Chattian, of Mecklenburg, northeastern Germany. They form part of a speciose assemblage of necto-benthic sharks and batoids which populated the warm-temperate to subtropical upper shelf sea of the south-eastern North Sea Basin.",Reinecke,"Palaeovertebrata, 38 (1): 1–8",Journal article,English,Reinecke 2014,reinecke 2014
"Reinecke, T.",2015,,"Batoids (Rajiformes, Torpediniformes, Myliobatiformes) from the Sülstorf Beds (Chattian, Late Oligocene) of Mecklenburg, northeastern Germany: a revision and description of three new species.",Palaeovertebrata,"Paleogene, Oligocene, Chattian","Europe, Germany","Atlantoraja cecilae, Sympterygia sp., Dipturus casieri, Raja holsatica, Raja thiedei, Oligoraja pristina, Torpedo chattica, Dasyatis cf. rugosa, Gymnura cf. altavela, Gymnura sp., Myliobatis sp., Mobula sp., ",,,,Oligoraja,"Raja thiedei, Oligoraja pristina, Torpedo chattica ",,"Bulk-sampling of fossil-rich tempestites from the Chattian Sülstorf Beds of Mecklenburg, north-eastern Germany, yielded a rich selachian fauna in which batoids predominate by the abundance of teeth but are subordinate by the number of taxa. Thirteen taxa are identified, among which rajiform batoids are the most diverse (six species). One genus and three species are newly described: Raja thiedei sp. nov., Oligoraja pristina gen. et sp. nov., and Torpedo chattica sp. nov. Two species are reallocated: Atlantoraja cecilae (Steurbaut & Herman, 1978) new comb., and Dipturus casieri (Steurbaut & Herman, 1978) new comb. Ontogenetic heterodonty is documented for the first time in the dental pattern of Myliobatis sp. Stratigraphical ranges of batoid taxa in the period from Rupelian to Langhian are presented and partly discussed in context with the palaeoclimatic evolution and palaeogeographic situation of the North Sea Basin. ",Reinecke,"Palaeovertebrata, 39: e2",Journal article,English,Reinecke 2015,reinecke 2015
"Reinecke, T. & Louwye, S. & Havekost, U. & Moths, H.",2011,,"The elasmobranch fauna of the late Burdigalian, Miocene, at Werder-Uesen, Lower Saxony, Germany, and its relationships with Early Miocene faunas in the North Atlantic, Central Paratethys and Mediterranean.",Palaeontos,"Neogene, Miocene","Europe, Germany","Notorynchus primigenius, Hexanchus sp., Echinorhinus blakei, Squalus sp., Pristiophorus sp., Squatina sp., Carcharias vorax, Carcharias gustrowensis, Carcharias taurus, Carcharoides catticus, Megachasma sp., Cosmopolitodus hastalis, Isurus oxyrinchus, Isurus retroflexus, Carcharocles megalodon, Parotodus benedeni, Cetorhinus parvus, Alopias exigua, Alopias aff. vulpinus, Alopias sp., Scyliorhinus joleaudi, Pachyscyllium dachiardi, Premontreia (Oxyscyllium) distans, Megascyliorhinus miocaenicus, Galeorhinus aff. goncalvesi, Iago angustidens, Chaenogaleus affinis, Paragaleus aff. pulchellus, Hemipristis serra, Carcharhinus priscus, Carcharhinus sp., Prionace sp., Physogaleus hemmooriensis, Physogaleus sp., Physogaleus contortus, Rhizoprionodon sp., Galeocerdo aduncus, Sphyrna laevissima, Sphyrna integra, Rhinobatos antunesi, Rhynchobatus sp., Raja cecilae, Raja holsatica, Rostroraja aff. olisiponensis, Taeniura cavernosa, Dasyatis probsti, Dasyatis rugosa, Dasyatis strangulata, Aetobatus arcuatus, Myliobatis sp., Plinthicus sp.,",,Carcharhinidae gen. et sp. indet.,,,,,"The Lower Mica Fine Sand (LMFS) Formation at Werder-Uesen, northwestern Lower Saxony, Germany, yields 40 shark and 12 batoid species, 13 of which are reported in open nomenclature. The recovered elasmobranch remains are mainly isolated teeth, and less commonly gill rakers, caudal spines, thorns, dermal denticles and vertebrae. The fauna is the richest thus far reported from shelf regions of the southern North Sea Basin and also one of the most diverse elasmobranch faunas collected from the Early and Middle Miocene of Europe. The sediments of the LMFS Formation sampled at Werder-Uesen represent the upper levels of the early Hemmoor regional stage (‚ÄûBehrendorf substage‚Äú) which corresponds to the middle and late Burdigalian. The dinoflagellate cyst assemblage recovered at Werder-Uesen correlates with the Cousteaudinium aubryae Biozone of Dybkja er & Piasecki (2010) which has a late Burdigalian age. Most shark and ray genera of the Werder-Uesen fauna, e.g. Carcharias, Chaenogaleus, Carcharhinus, Galeocerdo, Hemipristis, Paragaleus, Rhizoprionodon, Sphyrna, Aetobatus, Dasyatis, Rhinobatos, Rhynchobatus, Rostroraja and Taeniura, are closely related with present-day neritic and benthic taxa dwelling in warm-temperate and subtropical shelf seas. In addition, a small but significant elasmobranch assemblage indicative of pelagic, oceanic habitats (9 species of Isurus, Alopias, Megachasma, Prionace, Megascyliorhinus, Plinthicus) is present, whereas taxa living in present-day deepwaters of the oceans and continental slopes (Hexanchus, Echinorhinus, Iago) are very rarely encountered. 25 shark and 8 batoid taxa of the Werder-Uesen fauna entered the Miocene North Sea Basin for the first time. The prominent increase in species richness, which is known also for other groups of vertebrates and invertebrates in the early Hemmoor regional stage, likely results from the middle to late Burdigalian warming that passed into the Mid-Miocene climate optimum. The common presence of some species of Isurus and Alopias in the LMFS Formation, compared with their uncommonness or absence in

Aquitanian to early Burdigalian sediments of the same region, supports the hypothesis, that a permanent marine connection became established in middle Burdigalian times between the southern North Sea and the warm-temperate eastern Atlantic. Interregional comparison shows a marked correspondence of shelf-related neritic and benthic taxa in boreal (North Sea), Mediterranean and central Paratethyan realms during the middle/late Burdigalian. This likely resulted from the shift and enlargement of warm-temperate/subtropical climate areas to northern latitudes which established similar thermophilic faunal assemblages by dispersion into the North Sea Basin via the eastern Atlantic. However, the lack of the present-day tropical/subtropical genera Ginglymostoma, Isogomphodon, Negaprion, Pseudocarcharias, Pteromylaeus, Rhinoptera and Pristis in the North Sea Basin and their partial presence in the Mediterranean Tethys and Central Paratethys indicates a faunal differentiation in the European Burdigalian which was probably governed by climatic factors.",Reinecke,"Palaeontos, 20: 1-170, 40 text-figures, 3 tables, 101 plates",Journal article,English,Reinecke et al. 2011,reinecke et al. 2011
"Reinecke, T. & Balsberger, M. & Beaury, B. & Pollerspöck, J.",2014,,"The elasmobranch fauna of the Thalberg Beds, early Egerian (Chattian, Oligocene), in the Subalpine Molasse Basin near Siegsdorf, Bavaria, Germany.",Palaeontos,"Paleogene, Oligocene, Chattian","Europe, Germany","Notorynchus primigenius, Hexanchus cf. agassizi, Heptranchias sp., Echinorhinus pfauntschi, Paraechinorhinus sp., Squalus alsaticus, Centrophorus sp., Squatina sp., Carcharias gustrowensis, Araloselachus cuspidatus, Carcharoides catticus, Isurus oxyrinchus, Megachasma sp., Otodus (Carcharocles) sp., Alopias aff. exigua, Keasius sp., Pachyscyllium cf. braaschi, Pachyscyllium aff. distans, Galeorhinus sp., Galeocerdo aduncus, Carcharhinus gibbesi, Physogaleus contortus, Physogaleus latus, Dasyatis sp., Dasyatis aff. strangulata, Taeniurops sp., Myliobatis sp., Mobula sp., Orectoloboides sp., Pachyscyllium distans",,,,,,,"A single bed of conglomeratic, fossil-rich marls intercalated in siliciclastic Lower Egerian deposits (informally denoted as Thalberg Beds, middle to late Chattian, Late Oligocene) yields a diverse elasmobranch fauna. The conglomeratic bed is exposed in the Thalberg Graben, a few km south of Traunstein, Upper Bavaria. It forms part of the Lower Marine Molasse, deposited in the North Alpine Foreland Basin representing the western prolongation of the Central Paratethys. 22 shark and 5 batoid taxa were recognized, of which 16 and 1, respectively, could be identified to species level. Shark species related to living taxa, actively swimming and foraging in the water column of the neritic zone (Notorynchus, Carcharias, Isurus, Galeorhinus, Alopias, Galeocerdo, Carcharhinus, Squalus and probably the fossil genera Otodus (Carcharocles), Araloselachus, Physogaleus and Carcharoides), dominate the fauna both by the number of observed taxa and collected teeth. Species of planktivorous sharks and batoids are few and their gill rakers (Keasius) and teeth (Mobula, Megachasma) are very rarely encountered. Sharks and batoids inhabiting present-day and past benthic or epibenthic habitats, typically of warm-temperate shelf seas, are strongly underrepresented (scyliorhinids, dasyatids, myliobatids) or completely absent (rajoids) in the Thalberg assemblage. On the other hand, various taxa of deep-water sharks (Hexanchus, Heptranchias, Echinorhinus, Centrophorus) are variably common. The composition of the Thalberg elasmobranch assemblage differs significantly from well documented assemblages of the Chattian warm-temperate/subtropical North Sea shelf, mainly with respect to shallow-marine, benthic and deep-water species.",Reinecke,"Palaeontos, 26, 1–127, 9 text–figs, 2 tables, 38 plates",Journal article,English,Reinecke et al. 2014,reinecke et al. 2014
"Reolid M.T., Molina J.M.",2015,,"Record of Carcharocles megalodon in the Eastern Guadalquivir Basin (Upper Miocene, South Spain)",Estudios geológicos,,,,,,,,,,,Reolid,,Journal article,English,Reolid & Molina 2015,reolid & molina 2015
"Repenning C. A., Tedford R. H., ",1977,,Otarioid seals of the Neogene,United States Geological Survey Professional Paper,,,,,,,,,10.3133/pp992,,Repenning,,Journal article,English,Repenning & Tedford 1977,repenning & tedford 1977
"Retzler, A. & Wilson, M.A. & Avni, Y.",2013,,"Chondrichthyans from the Menuha Formation (Late Cretaceous: Santonian–Early Campanian) of the Makhtesh Ramon region, southern Israel.",Cretaceous Research,"Cretaceous, Late Cretaceous, Campanian, Santorian","Asia, Israel","Cretalamna appendiculata, Cretoxyrhina mantelli, Squalicorax falcatus, Squalicorax kaupi, Scapanorhynchus rapax, Scapanorhynchus raphiodon, Carcharias samhammeri, Carcharias cf. holmdelensis",,,,,,10.1016/j.cretres.2012.05.009,"Exposures of the Menuha Formation (Santonian–Early Campanian, Mount Scopus Group) in the Makhtesh Ramon region of the southern Negev have produced numerous chondrichthyan teeth. The isolated teeth represent at least ten different species: Cretalamna appendiculata, Cretoxyrhina mantelli, Squalicorax falcatus?, S. kaupi, Scapanorhynchus rapax, S. raphiodon?, Carcharias samhammeri, Carcharias cf. C. holmdelensis?, and two other fish (Hadrodus priscus and a pycnodont). This assemblage has important implications for Late Cretaceous chondrichthyan palaeobiogeography. The majority of teeth were contained within a glauconite-rich, yellow-brown, soft chalk that included oysters (Pycnodonte vesicularis?), trace fossils (Planolites, Thalassinoides, and Chondrites), phosphatic peloids, and foraminiferans (globigerinids). The teeth were collected mainly through surface-sampling and sieving. The Menuha Formation probably represents a temperate to subtropical, shallow, open-shelf environment deposited during the formation of the Ramon anticline. Reworked conglomeratic chalks in the western section represent marginal facies derived from this structural uplift. With little to no published material describing the chondrichthyan fauna of the Menuha Formation, these data improve interpretations of its palaeoenvironment. Interpretation of the palaeoenvironment of the formation is important for understanding the larger stratigraphic/tectonic framework of the Ramon monocline region of southern Israel.",Retzler,"Cretaceous Research, 40: 81–89",Journal article,English,Retzler et al. 2013,retzler et al. 2013
"Reygadas Dahl, F. & González-Barba, G.",2003,,"Ornamento elaborado con dientes de tiburón impregnado a un cráneo humano del sitio prehispánico El Conchalito, Baja. California Sur, México",In: Presencia de la Arqueoictiología en México,,,"Carcharodon carcharias, Carcharhinus leucas",,,,,,,"The discovery of a prehispanic human cranium with teeth of white shark (Carcharodon carcharias) and bull shark (Carcharhinus leucas) impregnated in a continuous belt from the parietal region to the occipital region of the cranium without including the frontal region, is reported. It was found in the site known as El Conchalito, Ensenada de La Paz. The archeological site is well know as a funerary outcrop, it consist of human buried of secondary character, in sandstones with abundant mollusk (shells) or invertebrates meanly, besides terrestrial and marine faunal remains. Both sharks species are represented by a young adult and an adult individuals, respectively.",Reygadas Dahl,"In: Presencia de la Arqueoictiología en México, edited by A. F. Guzmán, O. J. Polaco, and F. J. Aguilar: 145–149",Conference article,Spanish,Reygadas Dahl & González-barba 2003,reygadas dahl & gonzalez barba 2003
"Riabinin A.,  , ",1938,,Microzeuglodon aff. caucasicum Lyd. from the Upper Maikop beds of Kabristan,Problems of Paleontology,,,,,,,,,,,Riabinin,,Journal article,unknown,Riabinin 1938,riabinin 1938
"Rich P. V.,  , ",1980,,"Preliminary report on the fossil avian remains from late Tertiary sediments at Langebaanweg (Cape Province), South Africa",Paleont. Afr.,,,,,,,,,,,Rich,,unknown,unknown,Rich 1980,rich 1980
"Richards H. G., Harbison A., ",1944,,Well-boring at Brandywine Lighthouse in Delaware Bay. Part I. - Geology and Macrofossils,Notulae Naturae,,,,,,,,,,,Richards,,Journal article,English,Richards & Harbison 1944,richards & harbison 1944
"Richter, M. & Ward, D.J.",1990,,"Fish remains from the Santa Marta Formation (Late Cretaceous) of James Ross Island, Antarctica.",Antarctic Science,"Cretaceous, Late Cretaceous",Antarctica,"Chlamydoselachus anguineus, Chlamydoselachus thomsoni, Thrinax baumgartneri, Chlamydoselachus fiedleri",Thrinax,,,,"Chlamydoselachus thomsoni,",10.1017/S0954102090000074,"Isolated fish remains including a tooth of the oldest described frilled shark, Chlamydoselachus thomsoni sp. nov. are described and figured from the Santa Marta Formation (Santonian–Campanian, Late Cretaceous) of James Ross Island, Antarctic Peninsula. Their geological and palaeoecological context is considered in the light of recent geological studies.",Richter,"Antarctic Science, 2 (1): 67–76",Journal article,English,Richter & Ward 1990,richter & ward 1990
"Richter, M.",1987,,"Osteichthyes e Elasmobranchii (Pisces) da bacia de Pelotas, quartenário do Rio Grande do Sul, Brasil.",Paula Coutiana,"Quaternary, Pleistocene","South America, Uruguay, Argentina","Carcharodon carcharias, Eugomphodus cf. taurus, Carcharhinus sp.,",,Myliobatoidea indet.,,,,,"This paper deals with the description of ichthyofossils of the following taxa (still extantl, collected in seashore sediments at Hermenegildo and Cassino Beaches (Santa Vitória do Palmar and Rio Grande Counties, respectively) , in Rio Grande do Sul State, Southern Brazil: Carcharodon carcharias, Eugomphodus cf . taurus, Carcharhinus sp., Myliobatoidea, Pogonias cromis, Netuma and Ariidae. The material comprises isolated skeletal elements such as teeth, pterygiophores, fragmentary vertebra and skull, besides fin-spines, which possibly come from the upper transgressive deposits of the Basin, namely from Taim Member of Chui Formation. The palaeoichthyofauna is similar to that coming from quaternary sequences of Uruguay and Argentina. ",Richter,"Paula Coutiana, Porto Alegre, 1 :17-37",Journal article,Portugese,Richter 1987,richter 1987
"González Riga B. J.,  , ",1999,,"Hallazgo de vertebrados fósiles en la Formación Loncoche, Cretácico Superior de la provincia de Mendoza, Argentina",Ameghiniana,,,,,,,,,,,González Riga,,Journal article,Spanish,González Riga 1999,gonzalez riga 1999
"Robb A. J.,  , ",1989,,"The Upper Cretaceous (Campanian, Black Creek Formation) fossil fish fauna of Phoebus Landing, Bladen County, North Carolina",The Mosasaur,,,,,,,,,,,Robb,,Journal article,English,Robb 1989,robb 1989
"Robb A. J.,  , ",2004,,Vertebrate fossils from the Upper Cretaceous (Merchantville Formation: Early Campanian) Graham Brick Yards locality of New Jersey,The Mosasaur,,,,,,,,,,,Robb,,Journal article,English,Robb 2004,robb 2004
"Ročec Z., Nessov L. A., ",1993,,Cretaceous anurans from Central Asia,Palaeontographica Abteilung A,,,,,,,,,,,Roƒçec,,Journal article,English,Ročec & Nessov 1993,rocec & nessov 1993
"Rocher, P.",2002,,Fossiles typiques du Bordelais.,Muséum d'Histoire Naturelle de Bordeaux,"Paleogene, Eocene, Oligocene, Neogene, Miocene","Europe, France","Carcharodon angustidens, Galeocerdo aduncus, Carcharias acutissima, Hemipristis serra, Notorynchus primigenius, Isurus hastalis, Isurus retroflexus, Isurus desori, Carcharodon megalodon, Aetobatus arcuatus, Rhinoptera studeri, Myliobatis sp., Dasyatis sp., Pristis aquitanicus, Carcharoides cf. catticus, Carcharhinus priscus, Nebrius delfortriei, Sphyrna arambourgi, Galeorhinus affinis, Squatina subserrata, Scyliorhinus distans",,,,,,,no abstract,Rocher,Muséum d'Histoire Naturelle de Bordeaux: 1–60,Fossil guide,French,Rocher 2002,rocher 2002
